protein_id,GOs_eggnog,ko_eggnog,GO_process,GO_component,GO_function,gene,GOs_interpro
WP_250121290.1,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",ko:K02946,['GO:0006412 - translation [Evidence IEA]'],['GO:0005840 - ribosome [Evidence IEA]'],"['GO:0003723 - RNA binding [Evidence IEA]', 'GO:0003735 - structural constituent of ribosome [Evidence IEA]']",rpsJ,GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
WP_250121291.1,-,ko:K01338,,,,None,-
WP_250121292.1,-,ko:K04518,['GO:0009094 - L-phenylalanine biosynthetic process [Evidence IEA]'],,['GO:0004664 - prephenate dehydratase activity [Evidence IEA]'],pheA,-
WP_250121293.1,-,-,,,,None,-
WP_250121294.1,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576",ko:K03470,,,,None,GO:0004523(InterPro)
WP_250121295.1,"GO:0003674,GO:0003824,GO:0004518,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0140098,GO:1901360",ko:K08300,,,,None,-
WP_250121296.1,-,-,,,,None,-
WP_250121297.1,-,ko:K03830,,,['GO:0008080 - N-acetyltransferase activity [Evidence IEA]'],None,GO:0016747(InterPro)
WP_250121297.1,-,ko:K03830,,,['GO:0008080 - N-acetyltransferase activity [Evidence IEA]'],None,GO:0016747(InterPro)
WP_250121297.1,-,ko:K03830,,,['GO:0008080 - N-acetyltransferase activity [Evidence IEA]'],None,GO:0016747(InterPro)
WP_250121299.1,-,ko:K07496,,,,None,-
WP_250121300.1,-,-,,,,None,-
WP_250121301.1,-,-,,,,None,-
WP_250121304.1,-,-,,,,None,-
WP_250121305.1,-,-,,,,None,-
WP_250121306.1,-,ko:K07027,,,,None,-
WP_250121307.1,-,-,,,,None,-
WP_250121308.1,-,-,,,,None,-
WP_250121309.1,-,ko:K09121,,,,larC,-
WP_250121310.1,-,-,['GO:0006400 - tRNA modification [Evidence IEA]'],,['GO:0061710 - L-threonylcarbamoyladenylate synthase [Evidence IEA]'],None,GO:0003725(InterPro)
WP_250121311.1,-,-,,,,None,GO:0003824(InterPro)
WP_250121312.1,-,-,,,,None,-
WP_250121313.1,-,ko:K03797,['GO:0006508 - proteolysis [Evidence IEA]'],,['GO:0008236 - serine-type peptidase activity [Evidence IEA]'],None,GO:0005515(InterPro)
WP_250121314.1,-,ko:K07462,['GO:0006310 - DNA recombination [Evidence IEA]'],,['GO:0008297 - single-stranded DNA exodeoxyribonuclease activity [Evidence IEA]'],recJ,-
WP_250121315.1,-,-,,,,None,-
WP_250121316.1,-,-,,,,None,-
WP_250121317.1,-,ko:K06901,,,,None,GO:0015205(InterPro)
WP_250121318.1,-,-,,,,None,-
WP_250121319.1,-,-,,,,None,-
WP_250121320.1,-,ko:K01008,['GO:0001887 - selenium compound metabolic process [Evidence IEA]'],,"['GO:0004756 - selenide, water dikinase activity [Evidence IEA]']",selD,-
WP_250121321.1,-,ko:K01436,,,['GO:0004180 - carboxypeptidase activity [Evidence IEA]'],None,GO:0016787(InterPro)
WP_250121322.1,-,-,,,,None,-
WP_250121324.1,-,-,,,,None,-
WP_250121325.1,"GO:0003674,GO:0003824,GO:0004141,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0017144,GO:0018130,GO:0019752,GO:0032787,GO:0034641,GO:0042364,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",ko:K01935,['GO:0009102 - biotin biosynthetic process [Evidence IEA]'],,['GO:0004141 - dethiobiotin synthase activity [Evidence IEA]'],bioD,-
WP_250121326.1,-,-,,,,None,-
WP_250121327.1,-,ko:K00948,,,,None,-
WP_250121328.1,-,-,,,,None,-
WP_250121329.1,-,-,,,,None,-
WP_250121330.1,-,-,,,,None,GO:0005515(InterPro)
WP_250121331.1,-,ko:K16787,,,,None,GO:0016887(InterPro)
WP_250121332.1,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036265,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070043,GO:0070475,GO:0070476,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",ko:K03501,"['GO:0031167 - rRNA methylation [Evidence IEA]', 'GO:0046118 - 7-methylguanosine biosynthetic process [Evidence IEA]']",['GO:0005575 - cellular_component [Evidence IEA]'],['GO:0008168 - methyltransferase activity [Evidence IEA]'],rsmG,GO:0005737(InterPro)|GO:0006364(InterPro)|GO:0008649(InterPro)
WP_250121333.1,-,ko:K07079,,,,None,-
WP_250121334.1,"GO:0003674,GO:0003824,GO:0004751,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006014,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564",ko:K01807,"['GO:0009052 - pentose-phosphate shunt, non-oxidative branch [Evidence IEA]']",,['GO:0004751 - ribose-5-phosphate isomerase activity [Evidence IEA]'],rpiA,GO:0004751(InterPro)|GO:0009052(InterPro)
WP_250121335.1,-,ko:K07140,,,,None,-
WP_250121336.1,-,-,,,,None,-
WP_250121337.1,-,-,,,,None,-
WP_250121338.1,-,-,,,,None,-
WP_250121339.1,-,ko:K00457,"['GO:0006559 - L-phenylalanine catabolic process [Evidence IEA]', 'GO:0006572 - tyrosine catabolic process [Evidence IEA]']",,['GO:0003868 - 4-hydroxyphenylpyruvate dioxygenase activity [Evidence IEA]'],hppD,GO:0003868(InterPro)|GO:0009072(InterPro)|GO:0016701(InterPro)
WP_250121340.1,-,ko:K00451,"['GO:0006559 - L-phenylalanine catabolic process [Evidence IEA]', 'GO:0006570 - tyrosine metabolic process [Evidence IEA]']",,"['GO:0004411 - homogentisate 1,2-dioxygenase activity [Evidence IEA]']",None,-
WP_250121341.1,-,-,,,,None,-
WP_250121342.1,-,ko:K17105,,,,None,-
WP_250121343.1,-,ko:K01895,,,,None,-
WP_250121344.1,-,-,,,,None,GO:0020037(InterPro)
WP_250121345.1,-,"ko:K00015,ko:K18916",,,,None,-
WP_250121346.1,-,-,,,,None,GO:0009058(InterPro)|GO:0030170(InterPro)
WP_250121347.1,-,ko:K00681,['GO:0006750 - glutathione biosynthetic process [Evidence IEA]'],,,ggt,-
WP_250121349.1,"GO:0003674,GO:0003824,GO:0004596,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031248,GO:0031365,GO:0032991,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0051604,GO:0071704,GO:1901564,GO:1902493,GO:1902494,GO:1990234",ko:K03829,,,,None,GO:0016747(InterPro)
WP_250121350.1,-,-,,,,None,-
WP_250121351.1,-,ko:K07496,,,,None,-
WP_250121353.1,-,ko:K07393,,,,None,GO:0004364(InterPro)
WP_250121354.1,-,"ko:K04100,ko:K15777",,,,None,GO:0008270(InterPro)|GO:0016701(InterPro)
WP_250121355.1,-,ko:K15977,,,,None,GO:0005886(PANTHER)
WP_250121356.1,-,-,,['GO:0043231 - intracellular membrane-bounded organelle [Evidence IEA]'],"['GO:0051537 - 2 iron, 2 sulfur cluster binding [Evidence IEA]']",None,GO:0043231(InterPro)|GO:0051537(InterPro)
WP_250121357.1,-,-,,,,None,GO:0003700(InterPro)|GO:0006355(InterPro)
WP_250121360.1,-,ko:K03797,,,,None,-
WP_250121361.1,-,ko:K05577,,,,None,GO:0003954(PANTHER)|GO:0008137(InterPro)|GO:0015990(PANTHER)|GO:0042773(InterPro)
WP_250121362.1,-,ko:K05575,,,,None,GO:0008137(InterPro)|GO:0042773(InterPro)
WP_250121363.1,-,-,,,,None,-
WP_250121365.1,-,-,,,,None,-
WP_250121366.1,-,ko:K00632,['GO:0006631 - fatty acid metabolic process [Evidence IEA]'],,['GO:0003985 - acetyl-CoA C-acetyltransferase activity [Evidence IEA]'],None,GO:0016747(InterPro)
WP_250121367.1,-,ko:K07516,['GO:0006631 - fatty acid metabolic process [Evidence IEA]'],,['GO:0070403 - NAD+ binding [Evidence IEA]'],None,GO:0016491(PANTHER)
WP_250121368.1,-,ko:K01897,,,,None,-
WP_250121369.1,-,-,,,,None,-
WP_250121370.1,-,-,,,,None,-
WP_250121372.1,-,ko:K07013,,,,None,-
WP_250121374.1,-,-,,,,None,-
WP_250121375.1,-,ko:K07013,,,,None,-
WP_250121376.1,-,ko:K04755,,,"['GO:0009055 - electron transfer activity [Evidence IEA]', 'GO:0051536 - iron-sulfur cluster binding [Evidence IEA]']",None,GO:0051537(InterPro)|GO:0140647(InterPro)
WP_250121377.1,-,-,,,,None,-
WP_250121378.1,-,-,,,,None,-
WP_250121379.1,-,ko:K02639,,,"['GO:0009055 - electron transfer activity [Evidence IEA]', 'GO:0051536 - iron-sulfur cluster binding [Evidence IEA]']",None,GO:0051536(InterPro)
WP_250121381.1,-,"ko:K08884,ko:K12132",,,,None,GO:0004672(InterPro)|GO:0006468(InterPro)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121382.1,-,-,"['GO:0006812 - monoatomic cation transport [Evidence IEA]', 'GO:0055085 - transmembrane transport [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]'],None,GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0071577(PANTHER)
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121383.1,-,ko:K21903,,,,None,-
WP_250121384.1,-,"ko:K08884,ko:K12132",,,,None,-
WP_250121385.1,-,-,['GO:0033212 - iron import into cell [Evidence IEA]'],"['GO:0016020 - membrane [Evidence IEA]', 'GO:0046930 - pore complex [Evidence IEA]']",['GO:0015093 - ferrous iron transmembrane transporter activity [Evidence IEA]'],None,-
WP_250121386.1,-,-,,,,None,-
WP_250121387.1,-,ko:K08972,,,,None,-
WP_250121388.1,-,ko:K00529,,,,None,GO:0016491(PANTHER)
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121394.1,-,ko:K07492,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121395.1,-,ko:K07506,,,,None,GO:0003700(InterPro)|GO:0006355(InterPro)
WP_250121396.1,-,ko:K00344,,,,None,-
WP_250121397.1,-,-,,,,None,-
WP_250121398.1,-,-,['GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]'],,['GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]'],None,GO:0003700(InterPro)|GO:0006355(InterPro)
WP_250121399.1,-,-,,['GO:0016020 - membrane [Evidence IEA]'],,None,-
WP_250121400.1,-,ko:K00799,,,,None,-
WP_250121401.1,-,ko:K07393,,,,None,-
WP_250121402.1,-,-,,,,None,-
WP_250121403.1,-,-,,,,None,-
WP_250121404.1,-,ko:K00799,,,,None,-
WP_250121405.1,-,ko:K07006,,,,None,-
WP_250121406.1,-,ko:K07496,,,,None,-
WP_250121407.1,-,ko:K06153,,,,None,GO:0016020(InterPro)|GO:0016311(InterPro)|GO:0050380(InterPro)
WP_250121408.1,-,-,,,,None,-
WP_250121409.1,-,ko:K02005,,,,None,-
WP_250121410.1,-,-,,,,None,-
WP_250121411.1,-,-,,,,None,-
WP_250121412.1,-,-,,,,None,-
WP_250121413.1,-,ko:K02004,['GO:0006810 - transport [Evidence IEA]'],"['GO:0016020 - membrane [Evidence IEA]', 'GO:0043190 - ATP-binding cassette (ABC) transporter complex [Evidence IEA]']",['GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]'],devC,-
WP_250121414.1,-,ko:K02003,,,,None,GO:0005524(InterPro)|GO:0016887(InterPro)
WP_250121415.1,-,-,,,,None,GO:0008168(PANTHER)
WP_250121416.1,-,-,,,,None,-
WP_250121419.1,-,ko:K21430,,,,None,-
WP_250121420.1,-,"ko:K02077,ko:K09818",,,['GO:0046872 - metal ion binding [Evidence IEA]'],None,-
WP_250121421.1,-,ko:K09820,,,,None,-
WP_250121422.1,-,ko:K09819,,,,None,-
WP_250121424.1,-,ko:K16137,,,,None,-
WP_250121425.1,-,ko:K07107,,,,None,-
WP_250121426.1,-,ko:K09458,['GO:0006633 - fatty acid biosynthetic process [Evidence IEA]'],,['GO:0004315 - 3-oxoacyl-[acyl-carrier-protein] synthase activity [Evidence IEA]'],fabF,GO:0004315(PANTHER)|GO:0005829(PANTHER)|GO:0006633(PANTHER)
WP_250121427.1,-,-,,,,None,GO:0005886(PANTHER)|GO:0006633(PANTHER)|GO:0070566(PANTHER)
WP_250121428.1,-,-,,,,None,-
WP_250121429.1,-,-,['GO:0009058 - biosynthetic process [Evidence IEA]'],,['GO:0030170 - pyridoxal phosphate binding [Evidence IEA]'],None,GO:0009058(InterPro)|GO:0030170(InterPro)
WP_250121430.1,-,-,,,,None,-
WP_250121431.1,-,ko:K04708,,,,None,-
WP_250121432.1,-,-,,,,None,-
WP_250121433.1,-,-,,,,None,-
WP_250121433.1,-,-,,,,None,-
WP_250121433.1,-,-,,,,None,-
WP_250121433.1,-,-,,,,None,-
WP_250121433.1,-,-,,,,None,-
WP_250121433.1,-,-,,,,None,-
WP_250121433.1,-,-,,,,None,-
WP_250121435.1,-,ko:K03928,,,,None,-
WP_250121436.1,-,-,,,,None,-
WP_250121437.1,-,-,,,,None,-
WP_250121439.1,-,ko:K07304,"['GO:0006979 - response to oxidative stress [Evidence IEA]', 'GO:0030091 - protein repair [Evidence IEA]']",,"['GO:0008113 - peptide-methionine (S)-S-oxide reductase activity [Evidence IEA]', 'GO:0033744 - L-methionine:thioredoxin-disulfide S-oxidoreductase activity [Evidence IEA]']",msrA,GO:0008113(InterPro)
WP_250121440.1,-,ko:K07259,['GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]'],,"['GO:0004175 - endopeptidase activity [Evidence IEA]', 'GO:0009002 - serine-type D-Ala-D-Ala carboxypeptidase activity [Evidence IEA]']",dacB,-
WP_250121441.1,-,-,['GO:0006744 - ubiquinone biosynthetic process [Evidence IEA]'],,,None,GO:0006744(InterPro)
WP_250121442.1,-,-,,,,None,-
WP_250121443.1,-,ko:K03403,,,,None,-
WP_250121444.1,-,ko:K00748,,,,None,GO:0005543(PANTHER)|GO:0008915(InterPro)|GO:0009245(PANTHER)|GO:0009245(InterPro)
WP_250121446.1,-,ko:K00299,,,,None,GO:0005829(PANTHER)|GO:0010181(PANTHER)
WP_250121447.1,-,ko:K07486,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121447.1,-,ko:K07486,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121447.1,-,ko:K07486,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250121448.1,-,ko:K00299,,,,None,-
WP_250121449.1,-,ko:K01996,,,,None,-
WP_250121450.1,-,ko:K02238,,,,None,-
WP_250121451.1,-,ko:K01878,['GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA]'],['GO:0009345 - glycine-tRNA ligase complex [Evidence IEA]'],['GO:0004820 - glycine-tRNA ligase activity [Evidence IEA]'],glyQ,GO:0000166(InterPro)|GO:0004820(InterPro)|GO:0005524(InterPro)|GO:0005737(InterPro)|GO:0006426(InterPro)
WP_250121452.1,-,-,,,,None,-
WP_250121453.1,-,ko:K02003,,,,None,GO:0005524(InterPro)|GO:0016887(InterPro)
WP_250121454.1,-,ko:K02004,,,,None,-
WP_250121455.1,"GO:0000725,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008821,GO:0009058,GO:0009059,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0031297,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045005,GO:0046483,GO:0048476,GO:0050896,GO:0051716,GO:0071704,GO:0071932,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901576",ko:K01159,['GO:0006310 - DNA recombination [Evidence IEA]'],,['GO:0008821 - crossover junction endodeoxyribonuclease activity [Evidence IEA]'],ruvC,-
WP_250121456.1,-,-,,,,None,-
WP_250121457.1,-,ko:K06925,['GO:0006400 - tRNA modification [Evidence IEA]'],['GO:0005737 - cytoplasm [Evidence IEA]'],['GO:0016887 - ATP hydrolysis activity [Evidence IEA]'],tsaE,GO:0002949(PANTHER)
