#Chroococcidiopsis_sp._SAG_2025_(cyanobacteria)
WP_006196724.1	K02518
WP_317105335.1	K01176
WP_317105336.1	K01176
WP_317105337.1	K07494
WP_317105338.1	
WP_317105339.1	K01176
WP_317105340.1	K02493
WP_317105341.1	K16915
WP_317105342.1	
WP_317105343.1	K00161
WP_317105344.1	
WP_317105345.1	K07088
WP_317105347.1	K09942
WP_317105348.1	K01724
WP_317105349.1	
WP_317105351.1	K03292
WP_317105352.1	K07101
WP_317105353.1	K03327
WP_317105354.1	
WP_317105355.1	
WP_317105356.1	
WP_317105357.1	K07506
WP_317105358.1	K07088
WP_317105359.1	K07260
WP_317105360.1	K03830
WP_317105361.1	
WP_317105362.1	
WP_317105363.1	K05367
WP_317105364.1	K11071
WP_317105365.1	K11069
WP_317105366.1	K11072
WP_317105367.1	K05515
WP_317105368.1	
WP_317105369.1	K09933
WP_317105370.1	K03320
WP_317105371.1	
WP_317105372.1	
WP_317105373.1	
WP_317105374.1	K06894
WP_317105375.1	K01999
WP_317105376.1	
WP_317105377.1	K09803
WP_317105378.1	
WP_317105379.1	K03168
WP_317105380.1	
WP_317105381.1	
WP_317105382.1	K15977
WP_317105384.1	
WP_317105385.1	
WP_317105386.1	
WP_317105387.1	
WP_317105388.1	
WP_317105389.1	
WP_317105390.1	K00705
WP_317105391.1	K03386
WP_317105392.1	
WP_317105393.1	K03474
WP_317105394.1	
WP_317105395.1	K13789
WP_317105396.1	K01491
WP_317105397.1	
WP_317105398.1	
WP_317105399.1	
WP_317105400.1	
WP_317105401.1	K03555
WP_317105402.1	
WP_317105403.1	
WP_317105404.1	K07447
WP_317105405.1	K07082
WP_317105407.1	K02716
WP_317105408.1	K03090
WP_317105410.1	
WP_317105411.1	
WP_317105412.1	K01892
WP_317105413.1	
WP_317105414.1	
WP_317105415.1	
WP_317105416.1	K07015
WP_317105417.1	K01817
WP_317105418.1	K02698
WP_317105419.1	K02698
WP_317105421.1	K06402
WP_317105422.1	
WP_317105423.1	K01256
WP_317105424.1	K00991
WP_317105425.1	
WP_317105426.1	
WP_317105428.1	K17836
WP_317105429.1	K02533
WP_317105430.1	
WP_317105431.1	
WP_317105432.1	
WP_317105433.1	
WP_317105434.1	K07657
WP_317105435.1	K07636
WP_317105436.1	K02039
WP_317105439.1	
WP_317105440.1	
WP_317105441.1	
WP_317105442.1	K01874
WP_317105443.1	
WP_317105444.1	
WP_317105445.1	K00261,ko:K00262
WP_317105446.1	
WP_317105447.1	
WP_317105448.1	
WP_317105449.1	
WP_317105450.1	K06999,ko:K15975
WP_317105451.1	K00384
WP_317105452.1	
WP_317105453.1	
WP_317105454.1	
WP_317105455.1	
WP_317105456.1	
WP_317105457.1	
WP_317105458.1	
WP_317105459.1	
WP_317105460.1	
WP_317105461.1	
WP_317105462.1	K02484
WP_317105463.1	K11330
WP_317105464.1	K11330
WP_317105465.1	
WP_317105466.1	K15727
WP_317105467.1	
WP_317105468.1	
WP_317105469.1	
WP_317105470.1	
WP_317105471.1	K07263
WP_317105472.1	
WP_317105473.1	
WP_317105474.1	K02635
WP_317105475.1	
WP_317105476.1	K03394
WP_317105477.1	
WP_317105478.1	
WP_317105479.1	
WP_317105480.1	
WP_317105481.1	K01487
WP_317105482.1	K10716
WP_317105483.1	K07683,ko:K08484,ko:K10851
WP_317105484.1	K00284
WP_317105485.1	K00266
WP_317105486.1	
WP_317105487.1	
WP_317105488.1	
WP_317105489.1	K00568
WP_317105490.1	
WP_317105491.1	
WP_317105493.1	K02551
WP_317105494.1	
WP_317105495.1	
WP_317105496.1	K00600
WP_317105497.1	K03742
WP_317105498.1	K03786
WP_317105499.1	
WP_317105500.1	K07037
WP_317105502.1	K00077
WP_317105504.1	K08715
WP_317105505.1	K08715
WP_317105506.1	K07058
WP_317105507.1	
WP_317105508.1	
WP_317105509.1	K01711
WP_317105510.1	
WP_317105511.1	K01710,ko:K01784
WP_317105512.1	K00995
WP_317105513.1	
WP_317105514.1	
WP_317105515.1	K03568
WP_317105516.1	
WP_317105517.1	K07506
WP_317105518.1	K07506
WP_317105519.1	K03797
WP_317105520.1	K07462
WP_317105522.1	
WP_317105525.1	
WP_317105526.1	
WP_317105527.1	
WP_317105528.1	K01724
WP_317105529.1	
WP_317105530.1	
WP_317105531.1	
WP_317105532.1	
WP_317105533.1	K06934
WP_317105534.1	
WP_317105535.1	
WP_317105536.1	
WP_317105538.1	
WP_317105539.1	
WP_317105540.1	
WP_317105541.1	K09774
WP_317105542.1	K06861
WP_317105543.1	K11720
WP_317105544.1	
WP_317105545.1	K00505
WP_317105546.1	
WP_317105547.1	K01652
WP_317105548.1	K00263
WP_317105549.1	
WP_317105550.1	
WP_317105551.1	
WP_317105552.1	
WP_317105553.1	K07051
WP_317105554.1	K03179
WP_317105555.1	K04517,ko:K14187
WP_317105556.1	
WP_317105557.1	K01735
WP_317105558.1	
WP_317105559.1	
WP_317105560.1	
WP_317105561.1	K16650
WP_317105562.1	K16650
WP_317105563.1	K09690
WP_317105564.1	K09690
WP_317105565.1	K09691
WP_317105566.1	K09691
WP_317105567.1	
WP_317105568.1	
WP_317105569.1	
WP_317105570.1	
WP_317105571.1	K13503
WP_317105572.1	K01609
WP_317105573.1	K01695
WP_317105574.1	K01696
WP_317105575.1	K03856
WP_317105576.1	K00766,ko:K13497
WP_317105577.1	
WP_317105578.1	K21449
WP_317105579.1	K21449
WP_317105580.1	K02699
WP_317105581.1	K02690
WP_317105582.1	K02689
WP_317105583.1	
WP_317105584.1	
WP_317105585.1	
WP_317105586.1	K00428
WP_317105587.1	
WP_317105588.1	
WP_317105589.1	
WP_317105590.1	
WP_317105591.1	
WP_317105592.1	K01768,ko:K07676,ko:K10715,ko:K20976
WP_317105593.1	K02703
WP_317105594.1	K02703
WP_317105595.1	K02096
WP_317105596.1	K02095
WP_317105598.1	K02706
WP_317105599.1	K02705
WP_317105600.1	K02704
WP_317105601.1	
WP_317105602.1	K03100
WP_317105603.1	
WP_317105604.1	K08884
WP_317105605.1	
WP_317105606.1	
WP_317105607.1	K06131
WP_317105608.1	
WP_317105609.1	
WP_317105610.1	K11159
WP_317105611.1	
WP_317105612.1	K05383
WP_317105613.1	
WP_317105614.1	
WP_317105615.1	K03802
WP_317105616.1	
WP_317105617.1	K13282
WP_317105618.1	
WP_317105619.1	
WP_317105620.1	
WP_317105621.1	
WP_317105622.1	
WP_317105623.1	K03716
WP_317105624.1	
WP_317105625.1	
WP_317105626.1	
WP_317105627.1	
WP_317105628.1	
WP_317105629.1	
WP_317105630.1	K01424,ko:K13051
WP_317105632.1	K04042
WP_317105633.1	K01534
WP_317105634.1	K01534
WP_317105636.1	K02003
WP_317105637.1	K02004
WP_317105638.1	
WP_317105639.1	K02005
WP_317105640.1	
WP_317105641.1	K00927
WP_317105642.1	K14540
WP_317105643.1	K06940
WP_317105644.1	
WP_317105645.1	
WP_317105646.1	K21231
WP_317105648.1	
WP_317105649.1	
WP_317105650.1	
WP_317105651.1	
WP_317105652.1	
WP_317105653.1	
WP_317105654.1	
WP_317105655.1	
WP_317105656.1	
WP_317105657.1	K00436
WP_317105658.1	K18007
WP_317105659.1	K02902
WP_317105660.1	K03306
WP_317105661.1	
WP_317105662.1	K01409
WP_317105663.1	K02694
WP_317105664.1	K00942
WP_317105665.1	
WP_317105667.1	
WP_317105668.1	
WP_317105669.1	
WP_317105671.1	K00851
WP_317105672.1	K00851
WP_317105673.1	K18816
WP_317105674.1	
WP_317105675.1	K06156
WP_317105676.1	K02027
WP_317105677.1	K02025
WP_317105678.1	K02026
WP_317105679.1	K10111,ko:K10112
WP_317105680.1	K02945
WP_317105681.1	K01061
WP_317105682.1	K07978
WP_317105683.1	
WP_317105684.1	
WP_317105685.1	K03544
WP_317105686.1	K03545
WP_317105688.1	K00133
WP_317105689.1	K01714
WP_317105690.1	K12574
WP_317105691.1	
WP_317105692.1	
WP_317105693.1	K02911
WP_317105694.1	
WP_317105695.1	
WP_317105696.1	K03152,ko:K05520
WP_317105697.1	
WP_317105698.1	
WP_317105699.1	
WP_317105700.1	
WP_317105701.1	
WP_317105702.1	K13020
WP_317105703.1	
WP_317105704.1	K07217
WP_317105705.1	
WP_317105706.1	
WP_317105707.1	
WP_317105708.1	K01406
WP_317105709.1	
WP_317105710.1	K11777
WP_317105711.1	K02471
WP_317105712.1	K03608
WP_317105713.1	K03609
WP_317105714.1	K03610
WP_317105715.1	
WP_317105716.1	
WP_317105717.1	
WP_317105718.1	
WP_317105719.1	K10778
WP_317105720.1	K01915
WP_317105721.1	
WP_317105722.1	
WP_317105723.1	K03183
WP_317105724.1	
WP_317105725.1	K01868
WP_317105726.1	
WP_317105727.1	K12132
WP_317105728.1	
WP_317105729.1	
WP_317105730.1	
WP_317105731.1	K08482
WP_317105732.1	
WP_317105733.1	
WP_317105734.1	
WP_317105735.1	
WP_317105737.1	
WP_317105738.1	K07086
WP_317105739.1	
WP_317105740.1	
WP_317105741.1	
WP_317105742.1	
WP_317105743.1	K00615
WP_317105744.1	K09458
WP_317105745.1	K00241
WP_317105746.1	K01778
WP_317105747.1	
WP_317105748.1	
WP_317105749.1	K01425
WP_317105750.1	K03602
WP_317105751.1	
WP_317105752.1	K03601
WP_317105753.1	K03553
WP_317105754.1	K01920
WP_317105755.1	K06949
WP_317105756.1	K06949
WP_317105757.1	
WP_317105758.1	K03686
WP_317105759.1	K04043
WP_317105760.1	K04043
WP_317105762.1	K03687
WP_317105763.1	K02652
WP_317105764.1	K02669
WP_317105765.1	K02653
WP_317105766.1	
WP_317105767.1	K03830
WP_317105768.1	K00806
WP_317105769.1	K16092
WP_317105771.1	
WP_317105772.1	K03559
WP_317105773.1	
WP_317105774.1	K02049
WP_317105775.1	K02050
WP_317105776.1	K02051
WP_317105777.1	K04652
WP_317105778.1	K04651
WP_317105779.1	K01480
WP_317105780.1	K02717
WP_317105782.1	K01876
WP_317105783.1	K05516
WP_317105784.1	
WP_317105786.1	
WP_317105787.1	K00568
WP_317105788.1	
WP_317105789.1	
WP_317105791.1	K00058,ko:K03977
WP_317105792.1	K16785
WP_317105793.1	K01665
WP_317105794.1	K01665
WP_317105795.1	K00997
WP_317105796.1	K14518
WP_317105797.1	K06997
WP_317105798.1	K09772
WP_317105799.1	K00286
WP_317105800.1	
WP_317105801.1	
WP_317105803.1	
WP_317105804.1	
WP_317105806.1	
WP_317105807.1	K06962
WP_317105808.1	K16786
WP_317105809.1	
WP_317105810.1	
WP_317105811.1	
WP_317105812.1	
WP_317105814.1	
WP_317105815.1	K05382
WP_317105816.1	
WP_317105817.1	
WP_317105818.1	
WP_317105819.1	K03979
WP_317105820.1	K03711
WP_317105821.1	
WP_317105822.1	
WP_317105823.1	
WP_317105824.1	K03179
WP_317105825.1	K01524
WP_317105826.1	K06153
WP_317105827.1	
WP_317105828.1	
WP_317105829.1	K01218
WP_317105830.1	
WP_317105831.1	
WP_317105832.1	K00389
WP_317105833.1	
WP_317105834.1	
WP_317105835.1	
WP_317105836.1	
WP_317105837.1	
WP_317105838.1	
WP_317105839.1	
WP_317105841.1	K02035
WP_317105842.1	K02045
WP_317105843.1	
WP_317105845.1	K00560
WP_317105846.1	K01493
WP_317105847.1	K09834
WP_317105848.1	
WP_317105849.1	K03790
WP_317105850.1	
WP_317105851.1	K03403
WP_317105852.1	K00748
WP_317105853.1	
WP_317105854.1	
WP_317105855.1	
WP_317105856.1	K03975
WP_317105857.1	
WP_317105858.1	K02967
WP_317105859.1	K02357
WP_317105860.1	
WP_317105861.1	K03655
WP_317105863.1	K01007
WP_317105864.1	
WP_317105865.1	
WP_317105866.1	
WP_317105867.1	K03320
WP_317105868.1	K03320
WP_317105869.1	K00384
WP_317105870.1	
WP_317105871.1	
WP_317105872.1	
WP_317105873.1	K00514
WP_317105875.1	K03885
WP_317105876.1	K07496
WP_317105877.1	
WP_317105878.1	
WP_317105879.1	
WP_317105881.1	K02335
WP_317105882.1	
WP_317105883.1	K00705
WP_317105885.1	
WP_317105886.1	
WP_317105887.1	K05595
WP_317105888.1	K00721
WP_317105889.1	
WP_317105890.1	
WP_317105891.1	K01935
WP_317105892.1	
WP_317105893.1	
WP_317105894.1	
WP_317105895.1	
WP_317105896.1	K16787
WP_317105897.1	K03501
WP_317105898.1	
WP_317105899.1	
WP_317105900.1	
WP_317105901.1	K04564
WP_317105902.1	K07079
WP_317105903.1	K01807
WP_317105904.1	
WP_317105906.1	
WP_317105907.1	
WP_317105908.1	K03294
WP_317105909.1	
WP_317105910.1	
WP_317105911.1	
WP_317105912.1	
WP_317105913.1	
WP_317105914.1	
WP_317105915.1	
WP_317105916.1	
WP_317105917.1	K02519
WP_317105918.1	K09748
WP_317105919.1	
WP_317105920.1	K02033
WP_317105921.1	
WP_317105922.1	K03657
WP_317105923.1	
WP_317105924.1	K03568
WP_317105925.1	K03592
WP_317105926.1	
WP_317105928.1	K08884
WP_317105929.1	
WP_317105930.1	
WP_317105931.1	
WP_317105932.1	K01809
WP_317105933.1	
WP_317105934.1	
WP_317105935.1	K02434
WP_317105937.1	K00620
WP_317105938.1	
WP_317105939.1	
WP_317105940.1	
WP_317105941.1	K03980
WP_317105942.1	
WP_317105943.1	
WP_317105944.1	
WP_317105945.1	
WP_317105947.1	K01783
WP_317105948.1	K04083
WP_317105949.1	
WP_317105950.1	K00681
WP_317105951.1	
WP_317105952.1	
WP_317105953.1	
WP_317105954.1	K01426,ko:K02433
WP_317105955.1	K00342,ko:K05575
WP_317105956.1	K02292
WP_317105957.1	K02292
WP_317105958.1	
WP_317105959.1	
WP_317105960.1	
WP_317105961.1	
WP_317105962.1	
WP_317105963.1	
WP_317105964.1	
WP_317105965.1	K01952
WP_317105966.1	K01952
WP_317105967.1	K03711
WP_317105968.1	
WP_317105969.1	
WP_317105970.1	K00228
WP_317105971.1	
WP_317105972.1	
WP_317105973.1	
WP_317105974.1	
WP_317105975.1	K03559
WP_317105976.1	K03561
WP_317105977.1	
WP_317105978.1	
WP_317105979.1	
WP_317105980.1	K07217
WP_317105981.1	
WP_317105982.1	K02303
WP_317105983.1	
WP_317105984.1	
WP_317105985.1	
WP_317105986.1	K13821
WP_317105987.1	K11645
WP_317105988.1	K00688
WP_317105989.1	K00688
WP_317105990.1	K02433
WP_317105991.1	
WP_317105992.1	
WP_317105993.1	K01259
WP_317105994.1	
WP_317105995.1	K01710
WP_317105996.1	K12993
WP_317105997.1	
WP_317105998.1	
WP_317105999.1	
WP_317106000.1	
WP_317106001.1	
WP_317106002.1	K18827
WP_317106003.1	
WP_317106004.1	K09691
WP_317106005.1	K09690
WP_317106006.1	
WP_317106007.1	
WP_317106008.1	K04040
WP_317106009.1	
WP_317106010.1	K01480
WP_317106011.1	
WP_317106012.1	K02838
WP_317106013.1	
WP_317106014.1	
WP_317106015.1	
WP_317106016.1	
WP_317106017.1	
WP_317106019.1	
WP_317106020.1	
WP_317106021.1	K02337
WP_317106022.1	
WP_317106023.1	
WP_317106024.1	
WP_317106025.1	K06889
WP_317106026.1	
WP_317106028.1	
WP_317106029.1	
WP_317106030.1	K14605
WP_317106031.1	
WP_317106032.1	
WP_317106033.1	
WP_317106034.1	
WP_317106035.1	
WP_317106036.1	K00865
WP_317106037.1	K00865
WP_317106038.1	
WP_317106039.1	
WP_317106040.1	
WP_317106041.1	K11781
WP_317106042.1	K22468
WP_317106043.1	
WP_317106044.1	
WP_317106045.1	
WP_317106046.1	
WP_317106047.1	
WP_317106048.1	K19142
WP_317106049.1	K07492
WP_317106050.1	
WP_317106051.1	K09127
WP_317106052.1	K19076
WP_317106053.1	K19076
WP_317106054.1	
WP_317106055.1	K15342
WP_317106056.1	K15342
WP_317106057.1	
WP_317106058.1	
WP_317106059.1	
WP_317106060.1	K01784,ko:K12454
WP_317106061.1	
WP_317106062.1	K00721
WP_317106063.1	K12454
WP_317106064.1	
WP_317106065.1	
WP_317106066.1	
WP_317106067.1	
WP_317106068.1	K00700
WP_317106069.1	
WP_317106070.1	K02169,ko:K02170,ko:K08680,ko:K10216,ko:K15756,ko:K16264
WP_317106071.1	K00641
WP_317106072.1	K00108
WP_317106073.1	K00108
WP_317106074.1	
WP_317106075.1	
WP_317106076.1	
WP_317106078.1	K01576
WP_317106079.1	
WP_317106080.1	K05520
WP_317106081.1	K01787,ko:K16213
WP_317106082.1	K02508,ko:K07506,ko:K07720
WP_317106083.1	K00118,ko:K13020
WP_317106085.1	
WP_317106087.1	
WP_317106088.1	K00147
WP_317106089.1	
WP_317106090.1	
WP_317106091.1	
WP_317106092.1	
WP_317106093.1	K01595
WP_317106094.1	
WP_317106096.1	
WP_317106097.1	K00700
WP_317106098.1	
WP_317106099.1	
WP_317106100.1	
WP_317106101.1	
WP_317106102.1	
WP_317106103.1	
WP_317106104.1	
WP_317106107.1	
WP_317106108.1	
WP_317106109.1	
WP_317106110.1	
WP_317106111.1	
WP_317106112.1	
WP_317106113.1	K18828
WP_317106114.1	K05588
WP_317106115.1	K05587
WP_317106116.1	K05587
WP_317106117.1	K05586
WP_317106118.1	
WP_317106119.1	K01007
WP_317106120.1	
WP_317106122.1	
WP_317106128.1	
WP_317106129.1	K08307,ko:K21471
WP_317106130.1	K08307,ko:K21471
WP_317106131.1	
WP_317106136.1	
WP_317106137.1	
WP_317106146.1	K03497
WP_317106149.1	
WP_317106150.1	
WP_317106153.1	
WP_317106154.1	
WP_317106155.1	
WP_317106156.1	K03832
WP_317106157.1	K06966
WP_317106158.1	K07456
WP_317106159.1	
WP_317106160.1	K05337
WP_317106161.1	
WP_317106163.1	K00833
WP_317106164.1	K01012
WP_317106165.1	
WP_317106166.1	
WP_317106167.1	K11521
WP_317106168.1	K00765
WP_317106169.1	K05846
WP_317106170.1	K05847
WP_317106171.1	
WP_317106172.1	K00598
WP_317106173.1	
WP_317106174.1	
WP_317106175.1	
WP_317106176.1	K10206
WP_317106177.1	
WP_317106178.1	
WP_317106179.1	K09181
WP_317106180.1	
WP_317106181.1	
WP_317106182.1	
WP_317106183.1	
WP_317106185.1	K03296
WP_317106186.1	
WP_317106187.1	
WP_317106188.1	
WP_317106189.1	K05845,ko:K05846
WP_317106190.1	
WP_317106191.1	K01259
WP_317106192.1	
WP_317106193.1	K01934
WP_317106194.1	
WP_317106195.1	
WP_317106196.1	K01081
WP_317106197.1	K01354
WP_317106199.1	
WP_317106200.1	
WP_317106201.1	
WP_317106202.1	
WP_317106203.1	
WP_317106204.1	K02016
WP_317106205.1	K02014
WP_317106206.1	K02015
WP_317106207.1	K02015
WP_317106208.1	K01071
WP_317106211.1	K02078
WP_317106212.1	K00997
WP_317106213.1	
WP_317106214.1	K04781
WP_317106215.1	K00648
WP_317106216.1	K12240
WP_317106217.1	
WP_317106218.1	
WP_317106219.1	
WP_317106220.1	
WP_317106221.1	
WP_317106222.1	
WP_317106223.1	
WP_317106224.1	
WP_317106225.1	
WP_317106226.1	
WP_317106227.1	
WP_317106229.1	
WP_317106230.1	
WP_317106231.1	
WP_317106233.1	
WP_317106234.1	
WP_317106235.1	
WP_317106236.1	
WP_317106237.1	
WP_317106238.1	K06196
WP_317106239.1	K03671
WP_317106240.1	
WP_317106241.1	K00274,ko:K21639
WP_317106242.1	K19221
WP_317106243.1	
WP_317106244.1	K01181
WP_317106245.1	
WP_317106246.1	
WP_317106247.1	
WP_317106248.1	
WP_317106249.1	K03328
WP_317106250.1	
WP_317106251.1	
WP_317106252.1	
WP_317106253.1	
WP_317106254.1	
WP_317106255.1	
WP_317106256.1	
WP_317106257.1	
WP_317106258.1	
WP_317106259.1	
WP_317106260.1	K09691
WP_317106261.1	K09690
WP_317106262.1	
WP_317106263.1	
WP_317106264.1	
WP_317106266.1	
WP_317106267.1	
WP_317106269.1	K12454
WP_317106270.1	K05946
WP_317106271.1	K11175
WP_317106272.1	K02025
WP_317106273.1	
WP_317106274.1	
WP_317106275.1	
WP_317106278.1	K00619
WP_317106279.1	
WP_317106280.1	K02004
WP_317106281.1	K02005
WP_317106282.1	
WP_317106283.1	K00721,ko:K07011,ko:K20444
WP_317106284.1	K00721,ko:K07011,ko:K20444
WP_317106285.1	
WP_317106286.1	
WP_317106289.1	
WP_317106291.1	
WP_317106293.1	
WP_317106294.1	
WP_317106296.1	
WP_317106297.1	K00978
WP_317106298.1	K00978
WP_317106300.1	
WP_317106302.1	K07052
WP_317106303.1	
WP_317106304.1	
WP_317106306.1	K01682
WP_317106308.1	
WP_317106310.1	
WP_317106311.1	
WP_317106312.1	
WP_317106313.1	K00344
WP_317106314.1	
WP_317106316.1	
WP_317106317.1	K01563
WP_317106318.1	K01653
WP_317106319.1	K01515,ko:K03574
WP_317106320.1	K07315
WP_317106321.1	K03110
WP_317106322.1	K03625
WP_317106323.1	
WP_317106324.1	
WP_317106325.1	
WP_317106326.1	
WP_317106327.1	
WP_317106328.1	K02014
WP_317106329.1	K02014
WP_317106330.1	
WP_317106331.1	
WP_317106332.1	K02014
WP_317106333.1	
WP_317106334.1	K00014
WP_317106335.1	
WP_317106336.1	
WP_317106337.1	
WP_317106338.1	
WP_317106339.1	
WP_317106340.1	K02659
WP_317106341.1	K02660
WP_317106342.1	K06596
WP_317106343.1	K02005
WP_317106344.1	K02004
WP_317106345.1	K02003
WP_317106346.1	
WP_317106347.1	
WP_317106348.1	
WP_317106349.1	
WP_317106350.1	K06181
WP_317106351.1	K01090
WP_317106352.1	K08884
WP_317106353.1	
WP_317106355.1	K07075
WP_317106356.1	
WP_317106357.1	
WP_317106362.1	
WP_317106363.1	
WP_317106364.1	
WP_317106365.1	
WP_317106366.1	
WP_317106367.1	K02650
WP_317106369.1	
WP_317106370.1	
WP_317106372.1	K19166
WP_317106373.1	K18831
WP_317106374.1	
WP_317106375.1	
WP_317106376.1	K07075
WP_317106378.1	
WP_317106379.1	
WP_317106381.1	
WP_317106382.1	
WP_317106383.1	
WP_317106384.1	K01923
WP_317106385.1	K07277
WP_317106386.1	K02535
WP_317106387.1	K02372
WP_317106388.1	K00677
WP_317106389.1	K00748
WP_317106390.1	
WP_317106392.1	
WP_317106393.1	K01775
WP_317106394.1	
WP_317106395.1	K08296
WP_317106396.1	K01647
WP_317106397.1	K00858
WP_317106398.1	
WP_317106399.1	
WP_317106400.1	
WP_317106401.1	
WP_317106402.1	K03496
WP_317106403.1	K02067
WP_317106404.1	K06147,ko:K06148
WP_317106405.1	
WP_317106406.1	
WP_317106407.1	K02690
WP_317106408.1	K02694
WP_317106409.1	
WP_317106410.1	K00872
WP_317106411.1	K07492
WP_317106412.1	K06878
WP_317106413.1	K02017,ko:K02018
WP_317106414.1	K02017,ko:K02018
WP_317106415.1	
WP_317106416.1	K07462
WP_317106417.1	
WP_317106419.1	K00548
WP_317106420.1	
WP_317106421.1	
WP_317106422.1	
WP_317106423.1	
WP_317106424.1	
WP_317106425.1	
WP_317106426.1	K13421
WP_317106427.1	
WP_317106428.1	
WP_317106429.1	
WP_317106431.1	
WP_317106432.1	
WP_317106433.1	
WP_317106434.1	K02044
WP_317106435.1	K19302
WP_317106436.1	K04564
WP_317106438.1	
WP_317106439.1	
WP_317106440.1	
WP_317106441.1	
WP_317106442.1	
WP_317106443.1	
WP_317106444.1	K06188
WP_317106445.1	K12132
WP_317106446.1	
WP_317106447.1	
WP_317106448.1	
WP_317106449.1	
WP_317106450.1	
WP_317106451.1	
WP_317106452.1	K03272
WP_317106453.1	
WP_317106454.1	
WP_317106455.1	
WP_317106456.1	
WP_317106457.1	
WP_317106458.1	
WP_317106459.1	K02647
WP_317106460.1	K21903
WP_317106461.1	K02075,ko:K09816
WP_317106462.1	
WP_317106463.1	
WP_317106465.1	
WP_317106466.1	
WP_317106468.1	
WP_317106470.1	K07494
WP_317106471.1	
WP_317106472.1	
WP_317106473.1	
WP_317106475.1	
WP_317106476.1	
WP_317106477.1	
WP_317106478.1	K04750
WP_317106479.1	
WP_317106480.1	
WP_317106481.1	K03088
WP_317106482.1	
WP_317106483.1	K07465
WP_317106484.1	
WP_317106485.1	
WP_317106486.1	
WP_317106487.1	
WP_317106488.1	
WP_317106489.1	
WP_317106490.1	
WP_317106491.1	
WP_317106492.1	
WP_317106493.1	
WP_317106494.1	
WP_317106495.1	
WP_317106496.1	
WP_317106497.1	
WP_317106498.1	
WP_317106499.1	K17686
WP_317106500.1	
WP_317106501.1	
WP_317106502.1	K03839
WP_317106503.1	
WP_317106504.1	K03088
WP_317106505.1	K07480
WP_317106508.1	
WP_317106509.1	K07506
WP_317106510.1	K07506
WP_317106511.1	K07506
WP_317106512.1	
WP_317106513.1	
WP_317106514.1	K07498
WP_317106515.1	
WP_317106516.1	
WP_317106517.1	K07393
WP_317106518.1	
WP_317106519.1	
WP_317106520.1	
WP_317106521.1	
WP_317106522.1	
WP_317106523.1	
WP_317106524.1	K01113
WP_317106526.1	K01560
WP_317106527.1	
WP_317106528.1	
WP_317106529.1	K15468
WP_317106530.1	
WP_317106531.1	
WP_317106532.1	
WP_317106533.1	
WP_317106534.1	
WP_317106535.1	
WP_317106539.1	
WP_317106540.1	
WP_317106541.1	
WP_317106542.1	
WP_317106543.1	
WP_317106545.1	
WP_317106546.1	K00034
WP_317106547.1	
WP_317106548.1	K14274
WP_317106549.1	K01087,ko:K01194,ko:K01838,ko:K05342
WP_317106550.1	K06131
WP_317106552.1	K05342
WP_317106553.1	K05342
WP_317106554.1	K07478
WP_317106555.1	
WP_317106556.1	
WP_317106557.1	
WP_317106558.1	K03090
WP_317106559.1	
WP_317106561.1	
WP_317106562.1	
WP_317106563.1	
WP_317106564.1	
WP_317106565.1	
WP_317106566.1	K01736
WP_317106567.1	K03589
WP_317106568.1	K03531
WP_317106569.1	
WP_317106570.1	
WP_317106571.1	K03722
WP_317106572.1	
WP_317106573.1	K04567
WP_317106574.1	K01990
WP_317106575.1	K05520
WP_317106576.1	K03546
WP_317106577.1	
WP_317106579.1	K01011
WP_317106580.1	
WP_317106581.1	K05982
WP_317106582.1	
WP_317106583.1	
WP_317106584.1	
WP_317106585.1	
WP_317106586.1	
WP_317106587.1	K00937
WP_317106588.1	
WP_317106589.1	K03320
WP_317106590.1	
WP_317106591.1	K01991
WP_317106592.1	K01693
WP_317106593.1	K03442
WP_317106594.1	
WP_317106597.1	K00464
WP_317106598.1	
WP_317106599.1	K08884
WP_317106600.1	K02935
WP_317106601.1	K02864
WP_317106602.1	K02863
WP_317106603.1	
WP_317106604.1	K10257
WP_317106605.1	
WP_317106606.1	
WP_317106608.1	
WP_317106609.1	K03525
WP_317106610.1	
WP_317106611.1	
WP_317106612.1	K02563
WP_317106613.1	
WP_317106614.1	K05886
WP_317106616.1	
WP_317106617.1	
WP_317106618.1	K03296
WP_317106619.1	
WP_317106620.1	
WP_317106621.1	K00822,ko:K00833
WP_317106622.1	K02040
WP_317106623.1	K03595
WP_317106624.1	K21071
